Didok number;Stop name;Date ;Public holiday;Weekday;Nationaler Feiertag;Service Typ;Service;Closed;From 1;until1;From 1;until3;From 1;until3;Company;Schlüssel;OPUIC
3504;Baden;2024-05-18;Pfingstsamstag;Saturday;ja;9999;Alle Services;;07:30;19:00;;;;;SBB;3504-2024-05-18T00:00:00-9999;8503504
3508;Dietikon;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3508-2024-05-09T00:00:00-9999;8503508
3509;Schlieren;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3509-2024-04-01T00:00:00-9999;8503509
3526;Regensdorf-Watt;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3526-2024-05-09T00:00:00-9999;8503526
4023;Romont;2024-08-01;Bundesfeiertag;Thursday;ja;900;Fundservice;ja;;;;;;;TPF;4023-2024-08-01T00:00:00-900;8504023
4023;Romont;2024-08-01;Bundesfeiertag;Thursday;ja;1000;Geldwechsel;ja;;;;;;;TPF;4023-2024-08-01T00:00:00-1000;8504023
4023;Romont;2024-08-01;Bundesfeiertag;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4023-2024-08-01T00:00:00-2102;8504023
4023;Romont;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;TPF;4023-2024-08-01T00:00:00-9999;8504023
4023;Romont;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4023-2024-05-09T00:00:00-100;8504023
4023;Romont;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;ja;;;;;;;TPF;4023-2024-05-09T00:00:00-1000;8504023
4023;Romont;2024-05-09;Auffahrt;Thursday;ja;2126;Western Union KTU;ja;;;;;;;TPF;4023-2024-05-09T00:00:00-2126;8504023
4023;Romont;2024-04-01;Ostermontag;Monday;ja;900;Fundservice;ja;;;;;;;TPF;4023-2024-04-01T00:00:00-900;8504023
4023;Romont;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;TPF;4023-2024-04-01T00:00:00-1000;8504023
4023;Romont;2024-03-29;Karfreitag;Friday;ja;900;Fundservice;ja;;;;;;;TPF;4023-2024-03-29T00:00:00-900;8504023
4062;Châtel-St-Denis;2024-08-15;Maria Himmelfahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4062-2024-08-15T00:00:00-100;8504062
4062;Châtel-St-Denis;2024-08-15;Maria Himmelfahrt;Thursday;ja;500;Gepäck;ja;;;;;;;TPF;4062-2024-08-15T00:00:00-500;8504062
4062;Châtel-St-Denis;2024-08-15;Maria Himmelfahrt;Thursday;ja;900;Fundservice;ja;;;;;;;TPF;4062-2024-08-15T00:00:00-900;8504062
4086;Bulle;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;;08:00;12:00;13:00;17:00;;;TPF;4086-2024-05-20T00:00:00-500;8504086
4086;Bulle;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;17:00;;;TPF;4086-2024-05-09T00:00:00-100;8504086
4100;Fribourg/Freiburg;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4100-2024-03-29T00:00:00-9999;8504100
4132;Estavayer-le-Lac TPF;2024-08-01;Bundesfeiertag;Thursday;ja;900;Fundservice;ja;;;;;;;TPF;4132-2024-08-01T00:00:00-900;8504132
4132;Estavayer-le-Lac TPF;2024-05-30;Fronleichnam;Thursday;ja;900;Fundservice;ja;;;;;;;TPF;4132-2024-05-30T00:00:00-900;8504132
4132;Estavayer-le-Lac TPF;2024-04-01;Ostermontag;Monday;ja;900;Fundservice;ja;;;;;;;TPF;4132-2024-04-01T00:00:00-900;8504132
4132;Estavayer-le-Lac TPF;2024-04-01;Ostermontag;Monday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4132-2024-04-01T00:00:00-2102;8504132
4134;Payerne;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;4134-2024-05-20T00:00:00-9999;8504134
4184;Courtepin;2024-04-01;Ostermontag;Monday;ja;1900;Drittverkauf;;08:00;12:30;;;;;TPF;4184-2024-04-01T00:00:00-1900;8504184
4221;Neuchâtel;2024-05-09;Auffahrt;Thursday;ja;1100;Western Union;;08:00;19:00;;;;;CFF;4221-2024-05-09T00:00:00-1100;8504221
4221;Neuchâtel;2024-05-01;Tag der Arbeit;Wednesday;ja;1000;Geldwechsel;;08:00;19:00;;;;;CFF;4221-2024-05-01T00:00:00-1000;8504221
4221;Neuchâtel;2024-05-01;Tag der Arbeit;Wednesday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;18:00;;;;;CFF;4221-2024-05-01T00:00:00-2139;8504221
4221;Neuchâtel;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;;08:00;19:00;;;;;CFF;4221-2024-04-01T00:00:00-1000;8504221
4221;Neuchâtel;2024-04-01;Ostermontag;Monday;ja;1100;Western Union;;08:00;19:00;;;;;CFF;4221-2024-04-01T00:00:00-1100;8504221
4221;Neuchâtel;2024-04-01;Ostermontag;Monday;ja;2130;Gepäckausgabe;;08:00;19:00;;;;;CFF;4221-2024-04-01T00:00:00-2130;8504221
4221;Neuchâtel;2024-03-31;Ostern;Sunday;ja;1000;Geldwechsel;;08:00;19:00;;;;;CFF;4221-2024-03-31T00:00:00-1000;8504221
4221;Neuchâtel;2024-03-31;Ostern;Sunday;ja;1100;Western Union;;08:00;19:00;;;;;CFF;4221-2024-03-31T00:00:00-1100;8504221
4221;Neuchâtel;2024-03-31;Ostern;Sunday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;18:00;;;;;CFF;4221-2024-03-31T00:00:00-2139;8504221
4221;Neuchâtel;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;19:00;;;;;CFF;4221-2024-03-29T00:00:00-100;8504221
4221;Neuchâtel;2024-03-29;Karfreitag;Friday;ja;900;Fundservice;;08:00;19:00;;;;;CFF;4221-2024-03-29T00:00:00-900;8504221
4221;Neuchâtel;2024-03-29;Karfreitag;Friday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;18:00;;;;;CFF;4221-2024-03-29T00:00:00-2139;8504221
4300;Biel/Bienne;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;4300-2024-08-01T00:00:00-9999;8504300
4300;Biel/Bienne;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;4300-2024-05-09T00:00:00-500;8504300
4300;Biel/Bienne;2024-03-31;Ostern;Sunday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;4300-2024-03-31T00:00:00-500;8504300
4300;Biel/Bienne;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;4300-2024-03-31T00:00:00-9999;8504300
4314;La Chaux-de-Fonds;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-05-01T00:00:00-9999;8504314
4332;Palézieux TPF;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;TPF;4332-2024-05-09T00:00:00-9999;8504332
4881;Fribourg, gare (TPF);2024-08-15;Maria Himmelfahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-08-15T00:00:00-100;8504881
4881;Fribourg, gare (TPF);2024-08-01;Bundesfeiertag;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4881-2024-08-01T00:00:00-2102;8504881
4881;Fribourg, gare (TPF);2024-05-30;Fronleichnam;Thursday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-05-30T00:00:00-900;8504881
4881;Fribourg, gare (TPF);2024-03-29;Karfreitag;Friday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-03-29T00:00:00-900;8504881
4881;Fribourg, gare (TPF);2024-03-29;Karfreitag;Friday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4881-2024-03-29T00:00:00-2102;8504881
5000;Luzern;2024-05-30;Fronleichnam;Thursday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;5000-2024-05-30T00:00:00-1100;8505000
5000;Luzern;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;;08:00;19:00;;;;;SBB;5000-2024-05-20T00:00:00-500;8505000
5000;Luzern;2024-05-20;Pfingstmontag;Monday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-05-20T00:00:00-1200;8505000
5000;Luzern;2024-05-19;Pfingsten;Sunday;ja;700;Gepäckaufbewahrung;;08:00;19:00;;;;;SBB;5000-2024-05-19T00:00:00-700;8505000
5000;Luzern;2024-05-19;Pfingsten;Sunday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-05-19T00:00:00-1200;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;;08:00;19:00;;;;;SBB;5000-2024-05-09T00:00:00-500;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;700;Gepäckaufbewahrung;;08:00;19:00;;;;;SBB;5000-2024-05-09T00:00:00-700;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2024-05-09T00:00:00-1000;8505000
5000;Luzern;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2024-04-01T00:00:00-1000;8505000
5000;Luzern;2024-03-31;Ostern;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2024-03-31T00:00:00-100;8505000
5000;Luzern;2024-03-31;Ostern;Sunday;ja;900;Fundservice;;08:00;19:00;;;;;SBB;5000-2024-03-31T00:00:00-900;8505000
5000;Luzern;2024-03-31;Ostern;Sunday;ja;1400;Velovermietung;;08:00;19:00;;;;;SBB;5000-2024-03-31T00:00:00-1400;8505000
5007;Brunnen;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5007-2024-05-30T00:00:00-9999;8505007
5007;Brunnen;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5007-2024-05-19T00:00:00-9999;8505007
5113;Altdorf;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2024-05-19T00:00:00-9999;8505113
5113;Altdorf;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2024-03-31T00:00:00-9999;8505113
5213;Bellinzona;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5213-2024-05-09T00:00:00-9999;8505213
5300;Lugano;2024-05-20;Pfingstmontag;Monday;ja;1400;Velovermietung;;09:00;19:00;;;;;FFS;5300-2024-05-20T00:00:00-1400;8505300
5300;Lugano;2024-04-01;Ostermontag;Monday;ja;1100;Western Union;;08:00;19:00;;;;;FFS;5300-2024-04-01T00:00:00-1100;8505300
5300;Lugano;2024-04-01;Ostermontag;Monday;ja;1400;Velovermietung;ja;;;;;;;FFS;5300-2024-04-01T00:00:00-1400;8505300
5300;Lugano;2024-03-19;St. Josef;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;19:00;;;;;FFS;5300-2024-03-19T00:00:00-100;8505300
5300;Lugano;2024-03-19;St. Josef;Tuesday;ja;900;Fundservice;;08:00;19:00;;;;;FFS;5300-2024-03-19T00:00:00-900;8505300
5305;Mendrisio;2024-06-29;St. Peter und Paul;Saturday;ja;9999;Alle Services;ja;;;;;;;FFS;5305-2024-06-29T00:00:00-9999;8505305
5305;Mendrisio;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;FFS;5305-2024-05-30T00:00:00-9999;8505305
5305;Mendrisio;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;FFS;5305-2024-05-19T00:00:00-9999;8505305
5307;Chiasso;2024-06-29;St. Peter und Paul;Saturday;ja;9999;Alle Services;ja;;;;;;;FFS;5307-2024-06-29T00:00:00-9999;8505307
5307;Chiasso;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;FFS;5307-2024-05-19T00:00:00-9999;8505307
5307;Chiasso;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;FFS;5307-2024-05-01T00:00:00-9999;8505307
5307;Chiasso;2024-03-19;St. Josef;Tuesday;ja;9999;Alle Services;ja;;;;;;;FFS;5307-2024-03-19T00:00:00-9999;8505307
6000;Winterthur;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2024-05-20T00:00:00-9999;8506000
6047;Andelfingen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6047-2024-03-29T00:00:00-9999;8506047
6100;Frauenfeld;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6100-2024-05-20T00:00:00-9999;8506100
6100;Frauenfeld;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6100-2024-05-09T00:00:00-9999;8506100
6100;Frauenfeld;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6100-2024-03-29T00:00:00-9999;8506100
6105;Weinfelden;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6105-2024-05-20T00:00:00-9999;8506105
6105;Weinfelden;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6105-2024-05-19T00:00:00-9999;8506105
6109;Amriswil;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-05-20T00:00:00-9999;8506109
6109;Amriswil;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-05-01T00:00:00-9999;8506109
6109;Amriswil;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-03-31T00:00:00-9999;8506109
6109;Amriswil;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-03-29T00:00:00-9999;8506109
6121;Romanshorn;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2024-05-09T00:00:00-9999;8506121
6121;Romanshorn;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2024-03-29T00:00:00-9999;8506121
6129;Konstanz;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-03-29T00:00:00-9999;8506129
6139;Stein am Rhein;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6139-2024-05-09T00:00:00-9999;8506139
6206;Wil;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2024-05-09T00:00:00-9999;8506206
6208;Uzwil;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2024-05-20T00:00:00-9999;8506208
6208;Uzwil;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2024-05-09T00:00:00-9999;8506208
6208;Uzwil;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2024-03-31T00:00:00-9999;8506208
6210;Gossau SG;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2024-08-01T00:00:00-9999;8506210
6210;Gossau SG;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2024-03-30T00:00:00-9999;8506210
6210;Gossau SG;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2024-03-29T00:00:00-9999;8506210
6290;Herisau;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2024-08-01T00:00:00-9999;8506290
6290;Herisau;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2024-05-20T00:00:00-9999;8506290
6290;Herisau;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2024-03-29T00:00:00-9999;8506290
6299;Nesslau-Neu St. Johann;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2024-03-31T00:00:00-9999;8506299
6302;St. Gallen;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2024-08-01T00:00:00-9999;8506302
6302;St. Gallen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2024-05-09T00:00:00-9999;8506302
6302;St. Gallen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2024-04-01T00:00:00-9999;8506302
6308;Arbon;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2024-05-20T00:00:00-9999;8506308
6308;Arbon;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2024-03-29T00:00:00-9999;8506308
6311;Rorschach;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6311-2024-05-20T00:00:00-9999;8506311
6314;St. Margrethen;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2024-05-20T00:00:00-9999;8506314
6314;St. Margrethen;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2024-03-31T00:00:00-9999;8506314
6317;Heerbrugg;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2024-08-01T00:00:00-9999;8506317
6317;Heerbrugg;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2024-05-20T00:00:00-9999;8506317
6393;Wittenbach;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6393-2024-05-20T00:00:00-9999;8506393
6393;Wittenbach;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6393-2024-04-01T00:00:00-9999;8506393
7000;Bern;2024-08-01;Bundesfeiertag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;7000-2024-08-01T00:00:00-100;8507000
7000;Bern;2024-08-01;Bundesfeiertag;Thursday;ja;1000;Geldwechsel;;09:00;19:00;;;;;SBB;7000-2024-08-01T00:00:00-1000;8507000
7000;Bern;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;7000-2024-05-20T00:00:00-500;8507000
7100;Thun;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;7100-2024-05-20T00:00:00-9999;8507100
7100;Thun;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;7100-2024-05-09T00:00:00-9999;8507100
7785;Bern, Bahnhof Postautostation;2024-08-01;Bundesfeiertag;Thursday;ja;900;Fundservice;ja;;;;;;;POST;7785-2024-08-01T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;2024-05-20;Pfingstmontag;Monday;ja;900;Fundservice;ja;;;;;;;POST;7785-2024-05-20T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;2024-05-09;Auffahrt;Thursday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2024-05-09T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-05-09;Auffahrt;Thursday;ja;900;Fundservice;ja;;;;;;;POST;7785-2024-05-09T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;2024-05-08;Mittwoch vor Auffahrt;Wednesday;ja;400;Kundendienst;;07:30;17:00;;;;;POST;7785-2024-05-08T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-04-01;Ostermontag;Monday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2024-04-01T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;POST;7785-2024-03-29T00:00:00-100;8507785
7851;Adelboden, Post;2024-05-20;Pfingstmontag;Monday;ja;600;;;08:20;12:00;13:30;17:30;;;AFA;7851-2024-05-20T00:00:00-600;8507851
7851;Adelboden, Post;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;AFA;7851-2024-05-09T00:00:00-100;8507851
7851;Adelboden, Post;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;AFA;7851-2024-05-09T00:00:00-9999;8507851
8005;Burgdorf;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;8005-2024-05-20T00:00:00-9999;8508005
8092;Schönbühl Einkaufszentrum (Shoppyland);2024-07-31;Tag vor Bundesfeier;Wednesday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;8092-2024-07-31T00:00:00-9999;8508092
8092;Schönbühl Einkaufszentrum (Shoppyland);2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;8092-2024-03-29T00:00:00-9999;8508092
8100;Langenthal;2024-05-11;Auffahrtssamstag;Saturday;;9999;Alle Services;;08:00;16:00;;;;;SBB;8100-2024-05-11T00:00:00-9999;8508100
8314;Sarnen;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;11:45;12:45;17:00;;;ZB;8314-2024-08-01T00:00:00-9999;8508314
8314;Sarnen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:00;11:45;12:45;17:00;;;ZB;8314-2024-03-29T00:00:00-9999;8508314
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-100;8508318
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-500;8508318
8318;Hergiswil;2024-08-01;Bundesfeiertag;Thursday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2024-08-01T00:00:00-500;8508318
8318;Hergiswil;2024-05-30;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;ZB;8318-2024-05-30T00:00:00-100;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-100;8508318
8318;Hergiswil;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-04-01T00:00:00-1000;8508318
8318;Hergiswil;2024-03-29;Karfreitag;Friday;ja;1100;Western Union;ja;;;;;;;ZB;8318-2024-03-29T00:00:00-1100;8508318
8391;Stans;2024-08-15;Maria Himmelfahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:15;17:00;;;;;ZB;8391-2024-08-15T00:00:00-100;8508391
8391;Stans;2024-08-15;Maria Himmelfahrt;Thursday;ja;500;Gepäck;;07:15;17:00;;;;;ZB;8391-2024-08-15T00:00:00-500;8508391
8391;Stans;2024-08-15;Maria Himmelfahrt;Thursday;ja;1100;Western Union;;07:15;17:00;;;;;ZB;8391-2024-08-15T00:00:00-1100;8508391
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;2123;DHL;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-08-01T00:00:00-2123;8508391
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-08-01T00:00:00-2139;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;500;Gepäck;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-500;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;700;Gepäckaufbewahrung;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-700;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-2139;8508391
8391;Stans;2024-05-20;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-20T00:00:00-100;8508391
8391;Stans;2024-05-20;Pfingstmontag;Monday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-20T00:00:00-1000;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-09T00:00:00-500;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-09T00:00:00-1100;8508391
8391;Stans;2024-04-01;Ostermontag;Monday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-04-01T00:00:00-2139;8508391
8391;Stans;2024-03-31;Ostern;Sunday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-31T00:00:00-700;8508391
8391;Stans;2024-03-31;Ostern;Sunday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-31T00:00:00-2139;8508391
8391;Stans;2024-03-29;Karfreitag;Friday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2024-03-29T00:00:00-2102;8508391
8391;Stans;2024-03-29;Karfreitag;Friday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-29T00:00:00-2139;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-100;8508391
8789;Sörenberg, Post;2024-05-19;Pfingsten;Sunday;ja;500;Gepäck;ja;;;;;;;POST;8789-2024-05-19T00:00:00-500;8508789
9000;Chur;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-03-29T00:00:00-9999;8509000
9002;Landquart;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2024-05-20T00:00:00-9999;8509002
9255;Pontresina;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2024-03-29T00:00:00-9999;8509255
9262;Zernez;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;RhB;9262-2024-03-29T00:00:00-500;8509262
